ProductID,ProductName,Brand,Variety,Factory,Country,SupplierName,UnitsProducedMonthly,UnitsSoldMonthly,UnitPrice,RevenueMonthly,ProductionCost,Profit,StockQuantity,QualityScore
CHC-00539,Salted Butter Caramel Chocolate Filled Bar,Auric Chocolate,Caramel,Bordeaux Factory D,France,EcoPack Solutions,16290,13785,3.18,43836.3,22317.3,21519.0,2774,79.1
CHC-00540,Raisin & Almond Fruit & Nut Chocolate Chips (Baking),Choco Artisan,Fruit & Nut,Bruges Factory D,Belgium,EcoPack Solutions,4573,3941,5.14,20256.74,12026.99,8229.75,732,67.8
CHC-00541,Oat Milk Blend Vegan Dark Chocolate Bar,Blue Ridge Chocolatiers,Vegan Dark,Antwerp Factory A,Belgium,Alpine Dairy Co.,13724,11051,6.79,75036.29,48720.2,26316.09,2771,87.5
CHC-00542,Tropical Mix Fruit & Nut Chocolate Bar,Ivory & Cocoa,Fruit & Nut,Abidjan Factory U,Cote d'Ivoire,TerraFair Trade Beans,2585,2334,4.06,9476.04,4446.2,5029.84,531,93.0
CHC-00543,85% Extra Bold Dark Chocolate Drops,Cacao & Co.,Dark,Cape Town Factory V,South Africa,Pacific Sugar Mills,1743,1848,4.17,7706.16,4340.07,3366.09,10,84.7
CHC-00544,Confectionery Grade Compound Chocolate Truffle Box,Ivory & Cocoa,Compound,Pune Factory K,India,Andes Bean Exporters,2724,2441,2.3,5614.3,3132.6,2481.7,443,99.5
CHC-00545,Sea Salt Caramel Chocolate Bar,Pure Bloom Chocolatiers,Caramel,Bruges Factory D,Belgium,TerraFair Trade Beans,2276,1934,2.69,5202.46,3163.64,2038.82,377,88.2
CHC-00546,Raisin & Almond Fruit & Nut Chocolate Chips (Baking),Auric Chocolate,Fruit & Nut,Lyon Factory G,France,Ivory Cocoa Traders,3367,3078,5.23,16097.94,8249.15,7848.79,540,92.1
CHC-00547,Original Ruby Chocolate Chips (Baking),Cacao Verde,Ruby,Sao Paulo Factory P,Brazil,Meridian Cacao Exchange,2226,2354,7.03,16548.62,7701.96,8846.66,10,90.0
CHC-00548,Sea Salt Milk Chocolate Coated Nuts,Highland Cacao,Milk,Dubai Factory W,UAE,Ivory Cocoa Traders,2819,2422,3.79,9179.38,4425.83,4753.55,650,80.7
CHC-00549,Sea Salt Caramel Chocolate Gift Box,Ivory & Cocoa,Caramel,Amsterdam Factory I,Netherlands,TerraFair Trade Beans,7024,7151,4.75,33967.25,20861.28,13105.97,54,96.6
CHC-00550,70% Intense Dark Chocolate Coated Nuts,Velvet Cacao,Dark,Guayaquil Factory Q,Ecuador,Ivory Cocoa Traders,3380,2876,5.1,14667.6,11187.8,3479.8,554,97.8
CHC-00551,Stevia Sweetened Sugar-Free Chocolate Pralines,Silk Route Chocolate,Sugar-Free,Cape Town Factory V,South Africa,TerraFair Trade Beans,15506,16055,4.31,69197.05,40625.72,28571.33,10,97.5
CHC-00552,Whole Hazelnut Chocolate Truffle Box,Velvet Cacao,Hazelnut,Abidjan Factory U,Cote d'Ivoire,Pacific Sugar Mills,11393,10343,5.09,52645.87,25406.39,27239.48,1296,96.5
CHC-00553,Sea Salt Milk Chocolate Pralines,Rainforest Bloom,Milk,Lyon Factory G,France,Andes Bean Exporters,9997,9135,3.8,34713.0,16295.11,18417.89,1146,97.1
CHC-00554,Salted Butter Caramel Chocolate Coated Nuts,Whisk & Wonder,Caramel,Bristol Factory H,United Kingdom,Andes Bean Exporters,4426,3338,4.0,13352.0,7391.42,5960.58,1272,94.3
CHC-00555,Single Origin Dark Chocolate Pralines,Cacao & Co.,Dark,Dubai Factory W,UAE,Ivory Cocoa Traders,7876,6488,6.4,41523.2,29377.48,12145.72,1529,96.9
CHC-00556,Roasted Almond Chocolate Drops,Blue Ridge Chocolatiers,Almond,Munich Factory C,Germany,TerraFair Trade Beans,2896,2761,2.95,8144.95,5125.92,3019.03,195,90.3
CHC-00557,Honeycomb Milk Chocolate Truffle Box,Choco Artisan,Milk,Bruges Factory D,Belgium,Amazon Cacao Growers,9518,10470,3.22,33713.4,14181.82,19531.58,10,83.1
CHC-00558,70% Intense Dark Chocolate Pralines,Choco Artisan,Dark,Bordeaux Factory D,France,Sahara Nut Suppliers,11317,11476,4.0,45904.0,25010.57,20893.43,31,91.5
CHC-00559,Organic Fair-Trade Chocolate Wafer Bar,Northstar Confectionery,Organic,Abidjan Factory U,Cote d'Ivoire,Meridian Cacao Exchange,9899,9253,4.82,44599.46,22173.76,22425.7,730,94.7
CHC-00560,Organic Fair-Trade Chocolate Gift Box,Sunset Grove Chocolate,Organic,Montreal Factory Y,Canada,Amazon Cacao Growers,2454,2242,3.67,8228.14,4785.3,3442.84,466,82.9
CHC-00561,70% Intense Dark Chocolate Drops,Velvet Cacao,Dark,Bruges Factory D,Belgium,Coastal Coconut Co.,2351,2161,3.09,6677.49,3267.89,3409.6,260,87.8
CHC-00562,70% Intense Dark Chocolate Squares,Maison Cacao,Dark,Abidjan Factory U,Cote d'Ivoire,Nordic Milk Co.,6837,7284,5.58,40644.72,18665.01,21979.71,10,96.0
CHC-00563,Sea Salt Milk Chocolate Drops,Wildflower Cacao,Milk,Hershey Falls Factory X,USA,Ivory Cocoa Traders,1918,1767,2.87,5071.29,2589.3,2481.99,341,85.5
CHC-00564,Sea Salt Milk Chocolate Coated Nuts,Cocoa Bloom,Milk,Cologne Factory F,Germany,Andes Bean Exporters,3155,2397,2.49,5968.53,4133.05,1835.48,1037,100.0
CHC-00565,Roasted Almond Chocolate Pralines,Amber Cacao Co.,Almond,Oaxaca Factory Z,Mexico,Global Cocoa Partners,2036,1800,4.5,8100.0,5884.04,2215.96,458,92.5
CHC-00566,Honeycomb Milk Chocolate Squares,Terra Cacao,Milk,Hershey Falls Factory X,USA,Meridian Cacao Exchange,4076,3931,2.11,8294.41,4157.52,4136.89,207,97.3
CHC-00567,Roasted Almond Chocolate Squares,Rainforest Bloom,Almond,Cologne Factory F,Germany,Amazon Cacao Growers,4834,4661,4.67,21766.87,9281.28,12485.59,281,94.5
CHC-00568,Classic Milk Chocolate Filled Bar,Velvet Cacao,Milk,Bordeaux Factory D,France,Continental Sugar Corp,2785,2762,4.16,11489.92,6739.7,4750.22,137,96.1
CHC-00569,Coconut White Chocolate Chips (Baking),TruffleWorks,White,Montreal Factory Y,Canada,Continental Sugar Corp,5552,5892,3.59,21152.28,12436.48,8715.8,10,89.7
CHC-00570,Marzipan Style Almond Chocolate Wafer Bar,Amber Cacao Co.,Almond,Oaxaca Factory Z,Mexico,Meridian Cacao Exchange,4707,4834,3.46,16725.64,10402.47,6323.17,50,83.3
CHC-00571,Oat Milk Blend Vegan Dark Chocolate Coated Nuts,Auric Chocolate,Vegan Dark,Pune Factory K,India,Ivory Cocoa Traders,3018,2721,6.41,17441.61,8963.46,8478.15,560,79.0
CHC-00572,Organic Single Origin Chocolate Wafer Bar,Whisk & Wonder,Organic,Antwerp Factory A,Belgium,Heritage Almond Growers,2268,2053,5.8,11907.4,7824.6,4082.8,506,77.6
CHC-00573,70% Intense Dark Chocolate Drops,Sunset Grove Chocolate,Dark,Shanghai Factory L,China,Coastal Coconut Co.,3863,3594,5.06,18185.64,9116.68,9068.96,418,82.4
CHC-00574,Coconut White Chocolate Drops,Cocoa Bloom,White,Jakarta Factory O,Indonesia,Alpine Dairy Co.,3184,3147,3.77,11864.19,6336.16,5528.03,100,75.0
CHC-00575,Berry Burst Ruby Chocolate Wafer Bar,Auric Chocolate,Ruby,Portland Factory A,USA,Pacific Sugar Mills,504,385,4.44,1709.4,1199.52,509.88,313,86.0
CHC-00576,Single Origin Dark Chocolate Truffle Box,Ivory & Cocoa,Dark,Hershey Falls Factory X,USA,Sunrise Vanilla Farms,2505,1831,2.82,5163.42,3782.55,1380.87,801,81.1
CHC-00577,Tropical Mix Fruit & Nut Chocolate Bar,Cacao Verde,Fruit & Nut,Cologne Factory F,Germany,TerraFair Trade Beans,1068,1023,3.57,3652.11,2477.76,1174.35,244,83.4
CHC-00578,Diabetic Friendly Sugar-Free Chocolate Gift Box,Cacao & Co.,Sugar-Free,Hershey Falls Factory X,USA,EcoPack Solutions,4031,3590,4.64,16657.6,9956.57,6701.03,728,82.3
CHC-00579,70% Intense Dark Chocolate Pralines,Cacao Nomad,Dark,Lyon Factory G,France,EcoPack Solutions,5668,6213,3.32,20627.16,8728.72,11898.44,10,93.3
CHC-00580,70% Intense Dark Chocolate Bar,Bean & Bloom,Dark,Accra Factory T,Ghana,Nordic Milk Co.,1217,1061,5.27,5591.47,2823.44,2768.03,428,83.5
CHC-00581,Honeycomb Milk Chocolate Filled Bar,Auric Chocolate,Milk,Zurich Factory E,Switzerland,TerraFair Trade Beans,5973,4245,3.72,15791.4,13797.63,1993.77,1951,82.4
CHC-00582,Stevia Sweetened Sugar-Free Chocolate Truffle Box,Copper Kettle Chocolate,Sugar-Free,Lyon Factory G,France,Alpine Dairy Co.,8922,8179,3.46,28299.34,19806.84,8492.5,797,99.3
CHC-00583,Original Ruby Chocolate Chips (Baking),Ivory & Cocoa,Ruby,Amsterdam Factory I,Netherlands,TerraFair Trade Beans,4586,3419,7.23,24719.37,14675.2,10044.17,1202,85.7
CHC-00584,Marzipan Style Almond Chocolate Gift Box,Cocoa Bloom,Almond,Cologne Factory F,Germany,Coastal Coconut Co.,2091,1727,3.43,5923.61,4098.36,1825.25,537,98.0
CHC-00585,Value Pack Compound Chocolate Squares,TruffleWorks,Compound,Cape Town Factory V,South Africa,Amazon Cacao Growers,3082,2719,1.34,3643.46,2249.86,1393.6,553,85.1
CHC-00586,Bakers Classic Compound Chocolate Pralines,Terra Cacao,Compound,Sao Paulo Factory P,Brazil,Alpine Dairy Co.,3071,2497,1.66,4145.02,3255.26,889.76,715,86.7
CHC-00587,Marzipan Style Almond Chocolate Gift Box,Sunset Grove Chocolate,Almond,Cologne Factory F,Germany,EcoPack Solutions,2203,1843,2.87,5289.41,3656.98,1632.43,485,89.7
CHC-00588,Sea Salt Milk Chocolate Truffle Box,Choco Artisan,Milk,Cape Town Factory V,South Africa,Ivory Cocoa Traders,6864,6658,2.68,17843.44,10845.12,6998.32,431,78.3
CHC-00589,Praline Hazelnut Chocolate Coated Nuts,Rainforest Bloom,Hazelnut,Zurich Factory E,Switzerland,EcoPack Solutions,3719,2419,3.72,8998.68,5913.21,3085.47,1517,98.7
CHC-00590,Soft Caramel Core Chocolate Coated Nuts,Velvet Cacao,Caramel,Guadalajara Factory C,Mexico,Alpine Dairy Co.,2541,2358,3.08,7262.64,3303.3,3959.34,393,100.0
CHC-00591,Bakers Classic Compound Chocolate Pralines,Cacao Verde,Compound,Medellin Factory R,Colombia,EcoPack Solutions,9697,8469,1.62,13719.78,9987.91,3731.87,1444,85.0
CHC-00592,Honeycomb Milk Chocolate Drops,Sunset Grove Chocolate,Milk,Bern Factory B,Switzerland,Ivory Cocoa Traders,1413,1032,2.97,3065.04,2331.45,733.59,582,95.8
CHC-00593,Soft Caramel Core Chocolate Wafer Bar,Cacao Verde,Caramel,Melbourne Factory N,Australia,Sunrise Vanilla Farms,8180,6582,2.99,19680.18,15623.8,4056.38,1636,89.8
CHC-00594,Organic Raw Cacao Chocolate Filled Bar,Ivory & Cocoa,Organic,Guayaquil Factory Q,Ecuador,Alpine Dairy Co.,2571,2228,6.69,14905.32,10541.1,4364.22,480,84.8
CHC-00595,Single Origin Dark Chocolate Gift Box,Whisk & Wonder,Dark,Cologne Factory F,Germany,Alpine Dairy Co.,3250,2995,6.28,18808.6,13617.5,5191.1,436,99.4
CHC-00596,Sea Salt Caramel Chocolate Filled Bar,Ember & Oak,Caramel,Dubai Factory W,UAE,Meridian Cacao Exchange,9139,7055,2.54,17919.7,12977.38,4942.32,2222,80.9
CHC-00597,Soft Caramel Core Chocolate Pralines,Copper Kettle Chocolate,Caramel,Bruges Factory D,Belgium,Pacific Sugar Mills,9928,9343,2.66,24852.38,12906.4,11945.98,663,87.7
CHC-00598,Confectionery Grade Compound Chocolate Bar,Cacao Verde,Compound,Guayaquil Factory Q,Ecuador,Ivory Cocoa Traders,11420,9845,1.72,16933.4,11648.4,5285.0,1618,94.9
CHC-00599,Confectionery Grade Compound Chocolate Coated Nuts,Choco Artisan,Compound,Montreal Factory Y,Canada,Sahara Nut Suppliers,3604,2885,1.66,4789.1,4036.48,752.62,941,86.4
CHC-00600,Diabetic Friendly Sugar-Free Chocolate Pralines,Sunset Grove Chocolate,Sugar-Free,Cape Town Factory V,South Africa,Pacific Sugar Mills,2103,1854,5.21,9659.34,6750.63,2908.71,450,91.2
CHC-00601,Coconut White Chocolate Wafer Bar,Bean & Bloom,White,Munich Factory C,Germany,Ivory Cocoa Traders,12006,8953,2.87,25695.11,22331.16,3363.95,3113,79.0
CHC-00602,Confectionery Grade Compound Chocolate Truffle Box,Pure Bloom Chocolatiers,Compound,Bristol Factory H,United Kingdom,TerraFair Trade Beans,5987,5339,2.49,13294.11,6286.35,7007.76,692,86.6
CHC-00603,70% Intense Dark Chocolate Gift Box,Noir Origins,Dark,Oaxaca Factory Z,Mexico,Alpine Dairy Co.,4739,4631,4.05,18755.55,10425.8,8329.75,327,88.8
CHC-00604,Roasted Almond Chocolate Chips (Baking),Auric Chocolate,Almond,Bern Factory B,Switzerland,Ivory Cocoa Traders,11230,11170,3.55,39653.5,22796.9,16856.6,292,79.2
CHC-00605,Raisin & Almond Fruit & Nut Chocolate Coated Nuts,Wildflower Cacao,Fruit & Nut,Oaxaca Factory Z,Mexico,Alpine Dairy Co.,7858,6769,4.36,29512.84,16423.22,13089.62,1360,82.2
CHC-00606,Lemon Zest White Chocolate Drops,Whisk & Wonder,White,Shanghai Factory L,China,TerraFair Trade Beans,2122,1967,3.1,6097.7,3798.38,2299.32,279,83.5
CHC-00607,Raisin & Almond Fruit & Nut Chocolate Squares,Cacao Nomad,Fruit & Nut,Portland Factory A,USA,Heritage Almond Growers,2267,1677,3.57,5986.89,4216.62,1770.27,825,86.1
CHC-00608,Tropical Mix Fruit & Nut Chocolate Drops,Golden Bean Co.,Fruit & Nut,Melbourne Factory N,Australia,Andes Bean Exporters,1178,1006,3.32,3339.92,2626.94,712.98,280,89.4
CHC-00609,Marzipan Style Almond Chocolate Filled Bar,Silk Route Chocolate,Almond,Bordeaux Factory D,France,Heritage Almond Growers,5127,4724,5.22,24659.28,14663.22,9996.06,583,85.7
CHC-00610,Single Origin Dark Chocolate Wafer Bar,Velvet Cacao,Dark,Toronto Factory B,Canada,Coastal Coconut Co.,3341,3413,6.27,21399.51,12762.62,8636.89,179,76.5
CHC-00611,Biscuit Milk Chocolate Wafer Bar,Bean & Bloom,Milk,Amsterdam Factory I,Netherlands,Alpine Dairy Co.,3010,2479,3.15,7808.85,5628.7,2180.15,737,88.3
CHC-00612,85% Extra Bold Dark Chocolate Bar,Whisk & Wonder,Dark,Bern Factory B,Switzerland,Ivory Cocoa Traders,2612,2649,5.5,14569.5,9403.2,5166.3,65,97.1
CHC-00613,Marzipan Style Almond Chocolate Wafer Bar,Auric Chocolate,Almond,Portland Factory A,USA,Heritage Almond Growers,6747,4547,4.96,22553.12,21522.93,1030.19,2425,88.1
CHC-00614,Single Origin Dark Chocolate Coated Nuts,TruffleWorks,Dark,Portland Factory A,USA,Ivory Cocoa Traders,12918,12617,5.09,64220.53,27127.8,37092.73,493,85.3
CHC-00615,70% Intense Dark Chocolate Drops,Wildflower Cacao,Dark,Accra Factory T,Ghana,Ghana Bean Collective,11476,8712,3.67,31973.04,20312.52,11660.52,2881,87.9
CHC-00616,Tropical Mix Fruit & Nut Chocolate Pralines,Ember & Oak,Fruit & Nut,Bern Factory B,Switzerland,Nordic Milk Co.,1287,986,4.74,4673.64,4066.92,606.72,340,92.2
CHC-00617,Organic Raw Cacao Chocolate Truffle Box,TruffleWorks,Organic,Jakarta Factory O,Indonesia,Andes Bean Exporters,5981,4519,7.22,32627.18,25000.58,7626.6,1586,78.4
CHC-00618,Whole Hazelnut Chocolate Filled Bar,Blue Ridge Chocolatiers,Hazelnut,Bordeaux Factory D,France,Meridian Cacao Exchange,12234,12258,5.0,61290.0,31441.38,29848.62,164,99.1
CHC-00619,Espresso Infused Dark Chocolate Coated Nuts,Noir Origins,Dark,Hershey Falls Factory X,USA,EcoPack Solutions,4036,3973,4.45,17679.85,9524.96,8154.89,315,85.9
CHC-00620,Bakers Classic Compound Chocolate Chips (Baking),Velvet Cacao,Compound,Toronto Factory B,Canada,Ivory Cocoa Traders,3409,3305,1.59,5254.95,2454.48,2800.47,300,100.0
CHC-00621,Classic Milk Chocolate Gift Box,Pure Bloom Chocolatiers,Milk,Guayaquil Factory Q,Ecuador,Alpine Dairy Co.,4924,4379,2.96,12961.84,6844.36,6117.48,743,83.2
CHC-00622,Value Pack Compound Chocolate Gift Box,Auric Chocolate,Compound,Abidjan Factory U,Cote d'Ivoire,Sunrise Vanilla Farms,2832,1905,1.99,3790.95,3455.04,335.91,1003,81.1
CHC-00623,Organic Fair-Trade Chocolate Squares,Highland Cacao,Organic,Bristol Factory H,United Kingdom,Sunrise Vanilla Farms,8176,7135,3.65,26042.75,19050.08,6992.67,1306,89.4
CHC-00624,Vanilla Bean White Chocolate Truffle Box,Amber Cacao Co.,White,Melbourne Factory N,Australia,Pacific Sugar Mills,5295,4561,2.89,13181.29,7148.25,6033.04,1010,94.9
CHC-00625,Single Origin Dark Chocolate Gift Box,Auric Chocolate,Dark,Abidjan Factory U,Cote d'Ivoire,Amazon Cacao Growers,12092,12583,3.49,43914.67,27690.68,16223.99,10,91.5
CHC-00626,Coconut White Chocolate Wafer Bar,Highland Cacao,White,Jakarta Factory O,Indonesia,Continental Sugar Corp,16928,16808,3.8,63870.4,40965.76,22904.64,170,89.5
CHC-00627,70% Intense Dark Chocolate Drops,Copper Kettle Chocolate,Dark,Antwerp Factory A,Belgium,EcoPack Solutions,3099,2800,2.61,7308.0,4493.55,2814.45,533,90.2
CHC-00628,Gianduja Style Hazelnut Chocolate Squares,Choco Artisan,Hazelnut,Guadalajara Factory C,Mexico,Sahara Nut Suppliers,10172,9756,4.62,45072.72,26142.04,18930.68,456,89.6
CHC-00629,Berry Burst Ruby Chocolate Wafer Bar,Bean & Bloom,Ruby,Hershey Falls Factory X,USA,Meridian Cacao Exchange,3215,2766,5.94,16430.04,9902.2,6527.84,579,95.8
CHC-00630,Espresso Infused Dark Chocolate Gift Box,Bean & Bloom,Dark,Guayaquil Factory Q,Ecuador,Alpine Dairy Co.,8140,8162,5.64,46033.68,26617.8,19415.88,146,87.7
CHC-00631,Stevia Sweetened Sugar-Free Chocolate Drops,Northstar Confectionery,Sugar-Free,Antwerp Factory A,Belgium,Nordic Milk Co.,887,710,3.0,2130.0,1277.28,852.72,406,92.9
CHC-00632,Honeycomb Milk Chocolate Bar,Cacao Verde,Milk,Oaxaca Factory Z,Mexico,Ghana Bean Collective,14416,13111,4.02,52706.22,33445.12,19261.1,1476,84.2
CHC-00633,Soft Caramel Core Chocolate Filled Bar,TruffleWorks,Caramel,Guayaquil Factory Q,Ecuador,Global Cocoa Partners,1824,1207,4.6,5552.2,5198.4,353.8,762,87.0
CHC-00634,Cranberry Walnut Fruit & Nut Chocolate Coated Nuts,Rainforest Bloom,Fruit & Nut,Hershey Falls Factory X,USA,Coastal Coconut Co.,4328,4761,4.02,19139.22,10214.08,8925.14,10,82.9
CHC-00635,Espresso Infused Dark Chocolate Drops,Pure Bloom Chocolatiers,Dark,Montreal Factory Y,Canada,Andes Bean Exporters,2748,2022,4.29,8674.38,5331.12,3343.26,905,86.2
CHC-00636,Single Origin Dark Chocolate Bar,Ember & Oak,Dark,Hershey Falls Factory X,USA,Sahara Nut Suppliers,5331,3960,4.93,19522.8,11568.27,7954.53,1483,84.5
CHC-00637,Raspberry Swirl White Chocolate Bar,Cacao Verde,White,Sao Paulo Factory P,Brazil,Ghana Bean Collective,17200,18920,4.21,79653.2,42828.0,36825.2,10,77.7
CHC-00638,Raisin & Almond Fruit & Nut Chocolate Truffle Box,Cacao & Co.,Fruit & Nut,Hershey Falls Factory X,USA,Heritage Almond Growers,2329,2025,3.63,7350.75,5030.64,2320.11,443,95.0
CHC-00639,Original Ruby Chocolate Pralines,Choco Artisan,Ruby,Montreal Factory Y,Canada,Sunrise Vanilla Farms,2343,2307,5.79,13357.53,6724.41,6633.12,89,90.8
CHC-00640,Salted Butter Caramel Chocolate Drops,Golden Bean Co.,Caramel,Melbourne Factory N,Australia,Heritage Almond Growers,5261,5392,2.58,13911.36,8785.87,5125.49,10,92.0
CHC-00641,Whole Hazelnut Chocolate Wafer Bar,Cacao & Co.,Hazelnut,Medellin Factory R,Colombia,Meridian Cacao Exchange,2977,2804,5.07,14216.28,9020.31,5195.97,255,100.0
CHC-00642,Sea Salt Milk Chocolate Squares,TruffleWorks,Milk,Sao Paulo Factory P,Brazil,Continental Sugar Corp,7681,7282,2.41,17549.62,11137.45,6412.17,422,73.9
CHC-00643,Confectionery Grade Compound Chocolate Pralines,Northstar Confectionery,Compound,Dubai Factory W,UAE,Heritage Almond Growers,11799,11314,2.33,26361.62,11916.99,14444.63,680,91.0
CHC-00644,Almond Crunch Chocolate Truffle Box,Velvet Cacao,Almond,Accra Factory T,Ghana,EcoPack Solutions,6376,5379,5.29,28454.91,13899.68,14555.23,1263,89.1
CHC-00645,85% Extra Bold Dark Chocolate Filled Bar,Golden Bean Co.,Dark,Jakarta Factory O,Indonesia,Amazon Cacao Growers,4661,3944,5.19,20469.36,12584.7,7884.66,853,95.9
CHC-00646,Biscuit Milk Chocolate Gift Box,Highland Cacao,Milk,Hershey Falls Factory X,USA,EcoPack Solutions,3902,3760,2.13,8008.8,5267.7,2741.1,240,84.1
CHC-00647,Soft Caramel Core Chocolate Drops,Maison Cacao,Caramel,Lima Factory S,Peru,Coastal Coconut Co.,3291,2407,3.16,7606.12,4377.03,3229.09,1064,84.8
CHC-00648,Biscuit Milk Chocolate Pralines,Highland Cacao,Milk,Munich Factory C,Germany,Ivory Cocoa Traders,5429,4635,3.72,17242.2,10966.58,6275.62,1074,80.6
CHC-00649,Raisin & Almond Fruit & Nut Chocolate Bar,Highland Cacao,Fruit & Nut,Cologne Factory F,Germany,Meridian Cacao Exchange,2484,2061,3.51,7234.11,3701.16,3532.95,673,93.0
CHC-00650,Gianduja Style Hazelnut Chocolate Chips (Baking),Pure Bloom Chocolatiers,Hazelnut,Melbourne Factory N,Australia,Ghana Bean Collective,14641,12024,4.68,56272.32,36895.32,19377.0,2861,100.0
CHC-00651,Whole Hazelnut Chocolate Squares,Cacao & Co.,Hazelnut,Amsterdam Factory I,Netherlands,Continental Sugar Corp,2583,1926,3.95,7607.7,5217.66,2390.04,821,82.9
CHC-00652,Espresso Infused Dark Chocolate Squares,Choco Artisan,Dark,Dubai Factory W,UAE,Continental Sugar Corp,10845,11380,2.97,33798.6,15616.8,18181.8,10,89.2
CHC-00653,85% Extra Bold Dark Chocolate Coated Nuts,Golden Bean Co.,Dark,Oaxaca Factory Z,Mexico,EcoPack Solutions,15804,15096,3.83,57817.68,35084.88,22732.8,792,89.9
CHC-00654,Espresso Infused Dark Chocolate Filled Bar,Golden Bean Co.,Dark,Bordeaux Factory D,France,Pacific Sugar Mills,4359,3650,5.62,20513.0,13948.8,6564.2,831,83.6
CHC-00655,Almond Crunch Chocolate Coated Nuts,Golden Bean Co.,Almond,Turin Factory J,Italy,Andes Bean Exporters,3553,2613,5.35,13979.55,12790.8,1188.75,1137,74.5
CHC-00656,Confectionery Grade Compound Chocolate Pralines,Golden Bean Co.,Compound,Guadalajara Factory C,Mexico,Pacific Sugar Mills,3674,3458,1.61,5567.38,3563.78,2003.6,267,94.4
CHC-00657,Coconut White Chocolate Filled Bar,Auric Chocolate,White,Amsterdam Factory I,Netherlands,Ivory Cocoa Traders,2665,2424,4.46,10811.04,7062.25,3748.79,511,76.4
CHC-00658,Whole Hazelnut Chocolate Wafer Bar,Cacao & Co.,Hazelnut,Bristol Factory H,United Kingdom,Andes Bean Exporters,1367,1253,5.01,6277.53,3048.41,3229.12,266,95.7
CHC-00659,Raisin & Almond Fruit & Nut Chocolate Bar,Ivory & Cocoa,Fruit & Nut,Bristol Factory H,United Kingdom,Andes Bean Exporters,2024,1731,3.42,5920.02,4290.88,1629.14,483,78.9
CHC-00660,Honeycomb Milk Chocolate Filled Bar,Blue Ridge Chocolatiers,Milk,Shanghai Factory L,China,Coastal Coconut Co.,2463,2441,4.09,9983.69,4975.26,5008.43,120,94.8
CHC-00661,Sea Salt Caramel Chocolate Truffle Box,TruffleWorks,Caramel,Pune Factory K,India,Continental Sugar Corp,8094,7547,3.72,28074.84,13759.8,14315.04,795,97.1
CHC-00662,Espresso Infused Dark Chocolate Drops,Copper Kettle Chocolate,Dark,Abidjan Factory U,Cote d'Ivoire,Ghana Bean Collective,7046,4793,2.88,13803.84,12260.04,1543.8,2484,84.6
CHC-00663,85% Extra Bold Dark Chocolate Wafer Bar,Auric Chocolate,Dark,Abidjan Factory U,Cote d'Ivoire,Global Cocoa Partners,3257,2481,2.51,6227.31,5243.77,983.54,811,80.0
CHC-00664,Value Pack Compound Chocolate Chips (Baking),Whisk & Wonder,Compound,Antwerp Factory A,Belgium,Pacific Sugar Mills,6042,3839,1.25,4798.75,3262.68,1536.07,2233,86.9
CHC-00665,Single Origin Dark Chocolate Bar,Golden Bean Co.,Dark,Montreal Factory Y,Canada,Heritage Almond Growers,3048,2516,3.37,8478.92,5943.6,2535.32,558,87.9
CHC-00666,Soft Caramel Core Chocolate Chips (Baking),Whisk & Wonder,Caramel,Abidjan Factory U,Cote d'Ivoire,Pacific Sugar Mills,4666,4705,4.38,20607.9,9611.96,10995.94,79,79.8
CHC-00667,Espresso Infused Dark Chocolate Gift Box,Maison Cacao,Dark,Accra Factory T,Ghana,Pacific Sugar Mills,3009,3118,3.55,11068.9,6138.36,4930.54,10,85.9
