InventoryID,ProductID,ProductName,WarehouseLocation,StockQuantity,ReorderLevel,LastRestockedDate,StockStatus
INV-001124,CHC-00681,Coconut White Chocolate Squares,Latin America Distribution Center,253,67,2026-07-29,In Stock
INV-001125,CHC-00561,70% Intense Dark Chocolate Drops,Europe Distribution Center,1161,252,2026-06-11,In Stock
INV-001126,CHC-01427,Coconut Sugar Vegan Dark Chocolate Pralines,Latin America Distribution Center,1304,419,2026-07-17,In Stock
INV-001127,CHC-00143,Soft Caramel Core Chocolate Coated Nuts,Asia Pacific Distribution Center,382,115,2026-07-18,In Stock
INV-001128,CHC-00529,Oat Milk Blend Vegan Dark Chocolate Squares,Middle East & Africa Distribution Center,501,80,2026-06-12,In Stock
INV-001129,CHC-00315,70% Intense Dark Chocolate Coated Nuts,Latin America Distribution Center,168,54,2026-06-16,In Stock
INV-001130,CHC-01076,85% Extra Bold Dark Chocolate Coated Nuts,Europe Distribution Center,1033,226,2026-06-19,In Stock
INV-001131,CHC-00385,Berry Burst Ruby Chocolate Gift Box,Europe Distribution Center,882,166,2026-06-24,In Stock
INV-001132,CHC-01495,Sea Salt Caramel Chocolate Drops,North America Distribution Center,244,78,2026-07-15,In Stock
INV-001133,CHC-00380,Sea Salt Milk Chocolate Wafer Bar,Latin America Distribution Center,1412,231,2026-06-17,In Stock
INV-001134,CHC-00971,Cranberry Walnut Fruit & Nut Chocolate Truffle Box,Europe Distribution Center,938,264,2026-07-18,In Stock
INV-001135,CHC-00985,Praline Hazelnut Chocolate Filled Bar,Europe Distribution Center,676,216,2026-07-09,In Stock
INV-001136,CHC-00172,Marzipan Style Almond Chocolate Squares,Middle East & Africa Distribution Center,293,99,2026-07-24,In Stock
INV-001137,CHC-00770,Stevia Sweetened Sugar-Free Chocolate Squares,Middle East & Africa Distribution Center,459,149,2026-07-29,In Stock
INV-001138,CHC-01347,Cranberry Walnut Fruit & Nut Chocolate Bar,Europe Distribution Center,1134,370,2026-07-14,In Stock
INV-001139,CHC-01343,Gianduja Style Hazelnut Chocolate Drops,Europe Distribution Center,654,213,2026-07-28,In Stock
INV-001140,CHC-00263,Roasted Almond Chocolate Coated Nuts,Latin America Distribution Center,281,73,2026-07-20,In Stock
INV-001141,CHC-01363,Stevia Sweetened Sugar-Free Chocolate Pralines,Asia Pacific Distribution Center,480,80,2026-08-02,In Stock
INV-001142,CHC-00693,Espresso Infused Dark Chocolate Filled Bar,Latin America Distribution Center,357,90,2026-07-28,In Stock
INV-001143,CHC-01123,Bakers Classic Compound Chocolate Truffle Box,Latin America Distribution Center,948,315,2026-07-19,In Stock
INV-001144,CHC-01229,Salted Butter Caramel Chocolate Filled Bar,Asia Pacific Distribution Center,462,89,2026-07-23,In Stock
INV-001145,CHC-01306,Classic Milk Chocolate Bar,Europe Distribution Center,175,59,2026-08-01,In Stock
INV-001146,CHC-00455,Coconut White Chocolate Filled Bar,Europe Distribution Center,250,78,2026-07-07,In Stock
INV-001147,CHC-01187,Classic Milk Chocolate Bar,Middle East & Africa Distribution Center,254,46,2026-07-13,In Stock
INV-001148,CHC-01308,Berry Burst Ruby Chocolate Pralines,Middle East & Africa Distribution Center,918,255,2026-07-30,In Stock
INV-001149,CHC-01177,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Latin America Distribution Center,444,94,2026-06-09,In Stock
INV-001150,CHC-01368,Marzipan Style Almond Chocolate Truffle Box,Asia Pacific Distribution Center,280,69,2026-07-03,In Stock
INV-001151,CHC-01391,Single Origin Dark Chocolate Wafer Bar,Latin America Distribution Center,339,55,2026-07-28,In Stock
INV-001152,CHC-00633,Soft Caramel Core Chocolate Filled Bar,Europe Distribution Center,2135,642,2026-06-22,In Stock
INV-001153,CHC-00408,Salted Butter Caramel Chocolate Truffle Box,Asia Pacific Distribution Center,1017,241,2026-07-04,In Stock
INV-001154,CHC-00722,Single Origin Dark Chocolate Gift Box,Latin America Distribution Center,424,122,2026-08-02,In Stock
INV-001155,CHC-00865,Sea Salt Milk Chocolate Coated Nuts,Europe Distribution Center,158,52,2026-06-17,In Stock
INV-001156,CHC-01484,Almond Crunch Chocolate Truffle Box,Latin America Distribution Center,830,143,2026-06-16,In Stock
INV-001157,CHC-00891,Roasted Almond Chocolate Drops,Asia Pacific Distribution Center,479,158,2026-07-07,In Stock
INV-001158,CHC-01400,Tropical Mix Fruit & Nut Chocolate Drops,Asia Pacific Distribution Center,301,74,2026-06-23,In Stock
INV-001159,CHC-00488,Stevia Sweetened Sugar-Free Chocolate Gift Box,Europe Distribution Center,317,101,2026-07-03,In Stock
INV-001160,CHC-00565,Roasted Almond Chocolate Pralines,Latin America Distribution Center,130,30,2026-07-20,In Stock
INV-001161,CHC-00256,Classic Milk Chocolate Gift Box,North America Distribution Center,277,82,2026-06-17,In Stock
INV-001162,CHC-00809,Classic Sugar-Free Chocolate Chips (Baking),North America Distribution Center,385,65,2026-06-24,In Stock
INV-001163,CHC-01166,Cranberry Walnut Fruit & Nut Chocolate Truffle Box,Middle East & Africa Distribution Center,970,243,2026-06-24,In Stock
INV-001164,CHC-00383,85% Extra Bold Dark Chocolate Pralines,Europe Distribution Center,987,176,2026-07-30,In Stock
INV-001165,CHC-00133,Classic Sugar-Free Chocolate Truffle Box,Europe Distribution Center,291,88,2026-06-19,In Stock
INV-001166,CHC-00181,Classic Milk Chocolate Coated Nuts,Europe Distribution Center,1049,227,2026-06-20,In Stock
INV-001167,CHC-00844,85% Extra Bold Dark Chocolate Drops,Middle East & Africa Distribution Center,426,108,2026-06-12,In Stock
INV-001168,CHC-01132,Coconut White Chocolate Bar,Middle East & Africa Distribution Center,204,64,2026-07-25,In Stock
INV-001169,CHC-00924,Tropical Mix Fruit & Nut Chocolate Wafer Bar,Latin America Distribution Center,129,33,2026-06-18,In Stock
INV-001170,CHC-00405,Organic Raw Cacao Chocolate Squares,Asia Pacific Distribution Center,196,36,2026-07-08,In Stock
INV-001171,CHC-01464,Espresso Infused Dark Chocolate Truffle Box,Asia Pacific Distribution Center,121,24,2026-07-26,In Stock
INV-001172,CHC-00339,Biscuit Milk Chocolate Bar,Europe Distribution Center,591,177,2026-07-07,In Stock
INV-001173,CHC-01011,Organic Fair-Trade Chocolate Pralines,North America Distribution Center,45,10,2026-06-16,In Stock
INV-001174,CHC-00628,Gianduja Style Hazelnut Chocolate Squares,Europe Distribution Center,739,220,2026-07-27,In Stock
INV-001175,CHC-00021,Espresso Infused Dark Chocolate Wafer Bar,Europe Distribution Center,157,36,2026-06-06,In Stock
INV-001176,CHC-00757,Raisin & Almond Fruit & Nut Chocolate Drops,Asia Pacific Distribution Center,247,81,2026-06-15,In Stock
INV-001177,CHC-00191,Classic Sugar-Free Chocolate Filled Bar,Europe Distribution Center,169,46,2026-06-07,In Stock
INV-001178,CHC-01469,Soft Caramel Core Chocolate Drops,Europe Distribution Center,1275,341,2026-06-20,In Stock
INV-001179,CHC-00669,Plant-Based Classic Vegan Dark Chocolate Bar,Asia Pacific Distribution Center,302,80,2026-07-13,In Stock
INV-001180,CHC-00447,Espresso Infused Dark Chocolate Gift Box,Asia Pacific Distribution Center,312,71,2026-06-09,In Stock
INV-001181,CHC-00326,Roasted Almond Chocolate Chips (Baking),Asia Pacific Distribution Center,99,22,2026-06-22,In Stock
INV-001182,CHC-00533,Gianduja Style Hazelnut Chocolate Pralines,Europe Distribution Center,1001,218,2026-06-28,In Stock
INV-001183,CHC-01418,Coconut White Chocolate Pralines,North America Distribution Center,324,57,2026-06-20,In Stock
INV-001184,CHC-00057,85% Extra Bold Dark Chocolate Filled Bar,Europe Distribution Center,180,34,2026-07-21,In Stock
INV-001185,CHC-00124,Gianduja Style Hazelnut Chocolate Gift Box,Europe Distribution Center,308,85,2026-07-02,In Stock
INV-001186,CHC-00683,Praline Hazelnut Chocolate Filled Bar,Europe Distribution Center,1311,398,2026-07-06,In Stock
INV-001187,CHC-00347,Stevia Sweetened Sugar-Free Chocolate Gift Box,Latin America Distribution Center,251,56,2026-06-10,In Stock
INV-001188,CHC-01200,Gianduja Style Hazelnut Chocolate Pralines,North America Distribution Center,275,84,2026-06-17,In Stock
INV-001189,CHC-00741,Coconut White Chocolate Gift Box,Europe Distribution Center,171,26,2026-07-12,In Stock
INV-001190,CHC-00714,Espresso Infused Dark Chocolate Squares,North America Distribution Center,285,68,2026-08-01,In Stock
INV-001191,CHC-00140,Organic Single Origin Chocolate Coated Nuts,North America Distribution Center,1281,405,2026-06-10,In Stock
INV-001192,CHC-00530,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Asia Pacific Distribution Center,205,66,2026-07-06,In Stock
INV-001193,CHC-00128,Berry Burst Ruby Chocolate Truffle Box,Latin America Distribution Center,458,97,2026-06-06,In Stock
INV-001194,CHC-00299,Confectionery Grade Compound Chocolate Wafer Bar,Latin America Distribution Center,579,103,2026-06-11,In Stock
INV-001195,CHC-00284,Sea Salt Milk Chocolate Truffle Box,Europe Distribution Center,236,81,2026-07-15,In Stock
INV-001196,CHC-01282,Soft Caramel Core Chocolate Gift Box,Middle East & Africa Distribution Center,168,35,2026-06-06,In Stock
INV-001197,CHC-01442,Salted Butter Caramel Chocolate Bar,Europe Distribution Center,719,154,2026-07-23,In Stock
INV-001198,CHC-00497,Single Origin Dark Chocolate Squares,North America Distribution Center,302,81,2026-07-20,In Stock
INV-001199,CHC-00988,Roasted Almond Chocolate Coated Nuts,Asia Pacific Distribution Center,639,104,2026-07-13,In Stock
INV-001200,CHC-00915,Praline Hazelnut Chocolate Wafer Bar,North America Distribution Center,181,33,2026-07-02,In Stock
